"","x"
"58400",136242
"58401",51412
"58402",1939
"58403",6293
"58404",8346
"58405",11847
"58406",18116
"58407",32552
"58408",35229
"58409",54059
"58410",77384
"58411",87542
"58412",89475
"58413",104082
"58414",106119
"58415",123031
"58416",29997
"58417",18797
"58418",43505
"58419",48533
"58420",107804
"58421",16503
"58422",17723
"58423",27537
"58424",28844
"58425",45391
"58426",49162
"58427",50823
"58428",56758
"58429",65260
"58430",69752
"58431",71326
"58432",71352
"58433",82509
"58434",108350
"58435",109568
"58436",114111
"58437",125621
"58438",137013
"58439",12959
"58440",63193
"58441",81714
"58442",126130
"58443",7508
"58444",45573
"58445",52031
"58446",56425
"58447",73869
"58448",81290
"58449",33238
"58450",47253
"58451",65266
"58452",98257
"58453",98362
"58454",102934
"58455",108613
"58456",109272
"58457",29302
"58458",2038
"58459",2559
"58460",3637
"58461",41905
"58462",49814
"58463",60436
"58464",76603
"58465",78640
"58466",82900
"58467",94943
"58468",97008
"58469",114044
"58470",119900
"58471",124200
"58472",125499
"58473",125723
"58474",135167
"58475",135252
"58476",15776
"58477",48565
"58478",54031
"58479",68686
"58480",73215
"58481",90264
"58482",108406
"58483",127152
"58484",128577
"58485",131947
"58486",136614
"58487",140711
"58488",67784
"58489",5857
"58490",6161
"58491",18844
"58492",38868
"58493",41605
"58494",43552
"58495",45608
"58496",53666
"58497",62797
"58498",65521
"58499",97222
"58500",108578
"58501",110729
"58502",127309
"58503",131152
"58504",138889
"58505",10727
"58506",11481
"58507",13132
"58508",13335
"58509",26607
"58510",34890
"58511",35156
"58512",45073
"58513",55625
"58514",79724
"58515",90971
"58516",96972
"58517",98795
"58518",99564
"58519",119734
"58520",125737
"58521",134776
"58522",16235
"58523",49241
"58524",36973
"58525",22266
"58526",26432
"58527",35357
"58528",35864
"58529",65436
"58530",77345
"58531",110696
"58532",112084
"58533",129000
"58534",617
"58535",8627
"58536",30199
"58537",35039
"58538",42653
"58539",43309
"58540",47467
"58541",56565
"58542",65262
"58543",66062
"58544",69869
"58545",74083
"58546",76257
"58547",94649
"58548",100078
"58549",106201
"58550",106680
"58551",110495
"58552",117067
"58553",120055
"58554",125848
"58555",33988
"58556",95305
"58557",33843
"58558",39192
"58559",137472
"58560",137682
"58561",28776
"58562",41804
"58563",63119
"58564",83097
"58565",110254
"58566",113320
"58567",118125
"58568",118840
"58569",54499
"58570",55828
"58571",56459
"58572",57552
"58573",59404
"58574",68621
"58575",75381
"58576",85973
"58577",100660
"58578",115248
"58579",122636
"58580",1078
"58581",10313
"58582",24527
"58583",26656
"58584",32046
"58585",32490
"58586",56281
"58587",58242
"58588",83207
"58589",97326
"58590",99258
"58591",100933
"58592",126404
"58593",137898
"58594",73971
"58595",85898
"58596",89130
"58597",8920
"58598",75785
"58599",79212
"58600",107539
"58601",125978
"58602",5551
"58603",9417
"58604",14985
"58605",20039
"58606",46009
"58607",61051
"58608",62388
"58609",76320
"58610",86031
"58611",107792
"58612",115667
"58613",15897
"58614",29709
"58615",76044
"58616",76190
"58617",76578
"58618",129269
"58619",1597
"58620",8424
"58621",16077
"58622",18025
"58623",18248
"58624",34785
"58625",36658
"58626",38941
"58627",44369
"58628",61373
"58629",66292
"58630",67586
"58631",80355
"58632",81889
"58633",82820
"58634",83402
"58635",85873
"58636",90800
"58637",96183
"58638",96506
"58639",103309
"58640",106870
"58641",110316
"58642",110856
"58643",128684
"58644",131480
"58645",133355
"58646",136796
"58647",139678
"58648",11263
"58649",53311
"58650",70815
"58651",124519
"58652",129161
"58653",81687
"58654",48661
"58655",122207
"58656",111195
"58657",139432
"58658",16365
"58659",31282
"58660",34294
"58661",41526
"58662",53849
"58663",86877
"58664",112789
"58665",116394
"58666",173
"58667",18661
"58668",20481
"58669",21343
"58670",26539
"58671",29275
"58672",29737
"58673",33790
"58674",36688
"58675",57971
"58676",64268
"58677",87224
"58678",92017
"58679",97854
"58680",101013
"58681",101998
"58682",118241
"58683",129906
"58684",130269
"58685",133402
"58686",136083
"58687",92309
"58688",12545
"58689",44622
"58690",63108
"58691",67439
"58692",104954
"58693",111890
"58694",129606
"58695",33851
"58696",67713
"58697",138331
"58698",77359
"58699",82452
"58700",5177
"58701",11038
"58702",15537
"58703",24974
"58704",46380
"58705",54225
"58706",77249
"58707",77295
"58708",78266
"58709",83991
"58710",91562
"58711",101136
"58712",103181
"58713",109824
"58714",109876
"58715",111483
"58716",117244
"58717",118012
"58718",120095
"58719",126071
"58720",137490
"58721",138131
"58722",27389
"58723",126386
"58724",138522
"58725",12093
"58726",121217
"58727",73919
"58728",19016
"58729",52005
"58730",69151
"58731",1674
"58732",17104
"58733",28288
"58734",100637
"58735",109828
"58736",5019
"58737",9196
"58738",10535
"58739",11993
"58740",50103
"58741",56675
"58742",57563
"58743",58659
"58744",63405
"58745",69561
"58746",89012
"58747",92371
"58748",97381
"58749",109702
"58750",3782
"58751",59435
"58752",69325
"58753",117245
"58754",68505
"58755",75547
"58756",77737
"58757",92265
"58758",93663
"58759",113845
"58760",118706
"58761",120860
"58762",130769
"58763",132415
"58764",8338
"58765",11896
"58766",17729
"58767",20364
"58768",33633
"58769",36309
"58770",44073
"58771",57047
"58772",61314
"58773",66377
"58774",66759
"58775",71056
"58776",86353
"58777",86539
"58778",89397
"58779",96834
"58780",102024
"58781",107179
"58782",140177
"58783",14294
"58784",29338
"58785",47792
"58786",50484
"58787",53437
"58788",60607
"58789",67555
"58790",129763
"58791",1197
"58792",2050
"58793",23070
"58794",44077
"58795",66477
"58796",83423
"58797",119842
"58798",124370
"58799",124412
"58800",14942
"58801",41073
"58802",59297
"58803",89783
"58804",132273
"58805",6155
"58806",8076
"58807",12864
"58808",17006
"58809",20739
"58810",27466
"58811",34504
"58812",34741
"58813",48993
"58814",61017
"58815",64213
"58816",72497
"58817",80967
"58818",93519
"58819",111239
"58820",113526
"58821",120058
"58822",130567
"58823",16805
"58824",41627
"58825",133648
"58826",20085
"58827",28728
"58828",34586
"58829",66003
"58830",85008
"58831",124028
"58832",133478
"58833",2582
"58834",8386
"58835",123943
"58836",9383
"58837",54855
"58838",130140
"58839",3930
"58840",4278
"58841",31501
"58842",57732
"58843",97225
"58844",122528
"58845",131537
"58846",136910
"58847",19684
"58848",38706
"58849",42298
"58850",43484
"58851",49483
"58852",57390
"58853",60252
"58854",104621
"58855",123321
"58856",124641
"58857",126331
"58858",127480
"58859",137335
"58860",13980
"58861",61337
"58862",76154
"58863",100603
"58864",117279
"58865",61345
"58866",62665
"58867",115732
"58868",125612
"58869",127095
"58870",3069
"58871",50840
"58872",55628
"58873",82057
"58874",92500
"58875",99719
"58876",138279
"58877",20382
"58878",28654
"58879",80121
"58880",101220
"58881",1232
"58882",8013
"58883",29414
"58884",31189
"58885",62351
"58886",84086
"58887",89154
"58888",106810
"58889",58868
"58890",111233
"58891",127484
"58892",27428
"58893",61557
"58894",64347
"58895",64456
"58896",68252
"58897",88441
"58898",110988
"58899",121090
"58900",125518
"58901",24602
"58902",103304
"58903",108790
"58904",10159
"58905",11970
"58906",19225
"58907",136872
"58908",29027
"58909",70116
"58910",79715
"58911",98056
"58912",116604
"58913",121105
"58914",128857
"58915",140767
"58916",768
"58917",8037
"58918",9988
"58919",17882
"58920",22537
"58921",24218
"58922",25468
"58923",35536
"58924",35727
"58925",42029
"58926",42311
"58927",46325
"58928",49829
"58929",50849
"58930",52573
"58931",55404
"58932",62985
"58933",63062
"58934",63697
"58935",67496
"58936",85665
"58937",101630
"58938",105072
"58939",109455
"58940",115232
"58941",119280
"58942",128972
"58943",131105
"58944",133266
"58945",137090
"58946",137149
"58947",6260
"58948",16950
"58949",24749
"58950",123849
"58951",127700
"58952",3611
"58953",67041
"58954",88774
"58955",98531
"58956",113489
"58957",21119
"58958",48997
"58959",86943
"58960",29921
"58961",55150
"58962",79378
"58963",45906
"58964",66186
"58965",73947
"58966",78194
"58967",116831
"58968",132545
"58969",133231
"58970",138874
"58971",77442
"58972",10003
"58973",127668
"58974",4336
"58975",8019
"58976",35144
"58977",44679
"58978",48373
"58979",88043
"58980",88271
"58981",123446
"58982",4422
"58983",19061
"58984",20514
"58985",22412
"58986",27822
"58987",36030
"58988",39730
"58989",46014
"58990",88985
"58991",93454
"58992",93555
"58993",109470
"58994",128306
"58995",129400
"58996",137815
"58997",32217
"58998",41058
"58999",68899
"59000",108536
"59001",127825
"59002",53441
"59003",66176
"59004",95623
"59005",96286
"59006",133477
"59007",12783
"59008",37481
"59009",55220
"59010",1137
"59011",8845
"59012",16124
"59013",16234
"59014",16614
"59015",41426
"59016",59339
"59017",73217
"59018",96026
"59019",103824
"59020",125813
"59021",131907
"59022",48857
"59023",80854
"59024",89188
"59025",89443
"59026",92380
"59027",97027
"59028",105869
"59029",114635
"59030",116336
"59031",140268
"59032",192
"59033",106282
"59034",88008
"59035",137705
"59036",9597
"59037",30797
"59038",31639
"59039",36679
"59040",44777
"59041",57881
"59042",67613
"59043",72739
"59044",79142
"59045",84896
"59046",85876
"59047",101181
"59048",102068
"59049",114099
"59050",119497
"59051",5815
"59052",12026
"59053",26481
"59054",62246
"59055",94714
"59056",107400
"59057",119000
"59058",122432
"59059",128483
"59060",8475
"59061",37782
"59062",109165
"59063",1132
"59064",7743
"59065",137192
"59066",3818
"59067",4893
"59068",7423
"59069",8979
"59070",9205
"59071",10880
"59072",27503
"59073",34266
"59074",41657
"59075",50929
"59076",58611
"59077",75256
"59078",76550
"59079",86326
"59080",90540
"59081",92086
"59082",100914
"59083",114307
"59084",120664
"59085",131017
"59086",131525
"59087",136538
"59088",137348
"59089",138177
"59090",13814
"59091",1933
"59092",7530
"59093",17473
"59094",37466
"59095",101764
"59096",104920
"59097",8416
"59098",9715
"59099",15563
"59100",35952
"59101",36920
"59102",41701
"59103",42169
"59104",45631
"59105",47815
"59106",49123
"59107",54240
"59108",60694
"59109",62201
"59110",65675
"59111",74415
"59112",79940
"59113",81433
"59114",87191
"59115",92316
"59116",95128
"59117",96165
"59118",99740
"59119",113653
"59120",115957
"59121",120548
"59122",123009
"59123",129135
"59124",131871
"59125",134414
"59126",84983
"59127",128183
"59128",129856
"59129",11978
"59130",42263
"59131",55598
"59132",66285
"59133",82347
"59134",85678
"59135",102756
"59136",120089
"59137",4945
"59138",24398
"59139",26785
"59140",31248
"59141",36091
"59142",36539
"59143",42428
"59144",47115
"59145",48426
"59146",54112
"59147",60332
"59148",62781
"59149",63367
"59150",64143
"59151",78808
"59152",79154
"59153",80247
"59154",80269
"59155",81360
"59156",81956
"59157",86383
"59158",96372
"59159",99255
"59160",122883
"59161",125359
"59162",125644
"59163",131083
"59164",507
"59165",11007
"59166",39930
"59167",41959
"59168",77466
"59169",81546
"59170",88628
"59171",91473
"59172",128821
"59173",46606
"59174",98673
"59175",106396
"59176",18814
"59177",19942
"59178",47619
"59179",94444
"59180",99043
"59181",105288
"59182",47974
"59183",133458
"59184",8006
"59185",10192
"59186",12352
"59187",56406
"59188",127005
"59189",135082
"59190",3702
"59191",127834
"59192",4938
"59193",24913
"59194",98981
"59195",101212
"59196",114909
"59197",117759
"59198",118921
"59199",136389
"59200",80353
"59201",7129
"59202",8187
"59203",13607
"59204",14333
"59205",37753
"59206",49160
"59207",70486
"59208",111631
"59209",126184
"59210",137462
"59211",19053
"59212",20931
"59213",1301
"59214",26581
"59215",36975
"59216",40905
"59217",42159
"59218",47958
"59219",49631
"59220",70648
"59221",74797
"59222",76118
"59223",86432
"59224",103244
"59225",108125
"59226",111271
"59227",113305
"59228",5350
"59229",67914
"59230",82361
"59231",90857
"59232",128805
"59233",6536
"59234",44844
"59235",63141
"59236",69041
"59237",114489
"59238",130919
"59239",86560
"59240",20797
"59241",76601
"59242",11544
"59243",28651
"59244",2903
"59245",32947
"59246",34212
"59247",86062
"59248",100388
"59249",2422
"59250",5532
"59251",14178
"59252",31657
"59253",62708
"59254",63608
"59255",67465
"59256",71166
"59257",74325
"59258",79773
"59259",83255
"59260",83485
"59261",91167
"59262",110949
"59263",123745
"59264",126362
"59265",129667
"59266",15791
"59267",26846
"59268",28673
"59269",31521
"59270",63219
"59271",73759
"59272",98657
"59273",111667
"59274",117981
"59275",121891
"59276",133077
"59277",7827
"59278",34856
"59279",42213
"59280",71092
"59281",110496
"59282",6763
"59283",44159
"59284",133560
"59285",86489
"59286",26961
"59287",108231
"59288",95
"59289",4280
"59290",9475
"59291",12665
"59292",20705
"59293",27472
"59294",30918
"59295",35496
"59296",44495
"59297",67053
"59298",89160
"59299",111205
"59300",121084
"59301",126747
"59302",129458
"59303",131929
"59304",139507
"59305",226
"59306",1789
"59307",39793
"59308",64737
"59309",67687
"59310",77824
"59311",94397
"59312",100346
"59313",101699
"59314",116677
"59315",120408
"59316",7984
"59317",8189
"59318",13026
"59319",28167
"59320",41103
"59321",53767
"59322",62546
"59323",65656
"59324",85183
"59325",123322
"59326",124603
"59327",132923
"59328",712
"59329",70497
"59330",86335
"59331",131915
"59332",86231
"59333",18715
"59334",44342
"59335",75095
"59336",112481
"59337",122222
"59338",124110
"59339",8176
"59340",9842
"59341",14263
"59342",22330
"59343",26950
"59344",31146
"59345",32412
"59346",48452
"59347",68618
"59348",73083
"59349",93597
"59350",98333
"59351",109087
"59352",130866
"59353",140362
"59354",13807
"59355",22508
"59356",50913
"59357",60424
"59358",65288
"59359",69122
"59360",70688
"59361",99273
"59362",124980
"59363",137028
"59364",17789
"59365",19590
"59366",76188
"59367",91032
"59368",101686
"59369",131794
"59370",121019
"59371",17154
"59372",25889
"59373",32794
"59374",65346
"59375",86115
"59376",128295
"59377",138984
"59378",15412
"59379",17631
"59380",31896
"59381",36311
"59382",59555
"59383",68790
"59384",86338
"59385",129039
"59386",133046
"59387",10756
"59388",46264
"59389",52832
"59390",113528
"59391",139631
"59392",88532
"59393",6865
"59394",103794
"59395",128252
"59396",19051
"59397",102893
"59398",126198
"59399",7502
"59400",25563
"59401",90850
"59402",104107
"59403",136453
"59404",20755
"59405",37501
"59406",56357
"59407",70309
"59408",102972
"59409",106589
"59410",131477
"59411",23043
"59412",77823
"59413",118934
"59414",4968
"59415",12042
"59416",29566
"59417",92673
"59418",139478
"59419",136473
"59420",38324
"59421",62833
"59422",14930
"59423",19027
"59424",26261
"59425",35002
"59426",39207
"59427",48672
"59428",55256
"59429",60321
"59430",61265
"59431",63740
"59432",68514
"59433",71816
"59434",82617
"59435",89933
"59436",90945
"59437",91144
"59438",92233
"59439",93316
"59440",98219
"59441",102367
"59442",110062
"59443",112693
"59444",120428
"59445",123417
"59446",130875
"59447",132304
"59448",133812
"59449",136463
"59450",55169
"59451",84417
"59452",42307
"59453",43866
"59454",56310
"59455",75265
"59456",89477
"59457",102070
"59458",106416
"59459",125880
"59460",127492
"59461",131472
"59462",132660
"59463",134508
"59464",137279
"59465",13142
"59466",23758
"59467",43602
"59468",124308
"59469",138190
"59470",62874
"59471",107619
"59472",116779
"59473",123036
"59474",69054
"59475",131819
"59476",62184
"59477",28919
"59478",1340
"59479",15281
"59480",15646
"59481",29910
"59482",102123
"59483",109011
"59484",136058
"59485",136369
"59486",29688
"59487",36260
"59488",49781
"59489",54222
"59490",56689
"59491",69798
"59492",75953
"59493",104699
"59494",112922
"59495",132287
"59496",137440
"59497",7873
"59498",12657
"59499",97014
"59500",7566
"59501",106594
"59502",114623
"59503",13114
"59504",47540
"59505",69566
"59506",74468
"59507",90625
"59508",114269
"59509",127996
"59510",3440
"59511",3609
"59512",7078
"59513",12985
"59514",22784
"59515",32233
"59516",37942
"59517",39832
"59518",42667
"59519",43600
"59520",43808
"59521",52793
"59522",69658
"59523",76846
"59524",81834
"59525",86950
"59526",107047
"59527",117199
"59528",124377
"59529",138164
"59530",5975
"59531",10266
"59532",13539
"59533",36878
"59534",51493
"59535",66631
"59536",71208
"59537",76697
"59538",97532
"59539",98041
"59540",102142
"59541",104763
"59542",116350
"59543",117973
"59544",123063
"59545",136485
"59546",80254
"59547",113525
"59548",124938
"59549",139049
"59550",39381
"59551",122415
"59552",14735
"59553",24141
"59554",27244
"59555",32921
"59556",52889
"59557",70057
"59558",80447
"59559",86818
"59560",98048
"59561",99332
"59562",110226
"59563",112827
"59564",122071
"59565",131948
"59566",134687
"59567",47414
"59568",85463
"59569",89128
"59570",34253
"59571",56470
"59572",118939
"59573",130362
"59574",4220
"59575",35482
"59576",68573
"59577",102019
"59578",102709
"59579",131838
"59580",13753
"59581",23005
"59582",100919
"59583",119281
"59584",123334
"59585",73107
"59586",113486
"59587",115093
"59588",96675
"59589",4625
"59590",24618
"59591",34731
"59592",35380
"59593",38998
"59594",40050
"59595",132319
"59596",3252
"59597",7701
"59598",41588
"59599",73535
"59600",78128
"59601",95628
"59602",13354
"59603",25099
"59604",57490
"59605",72109
"59606",78846
"59607",90143
"59608",129824
"59609",79504
"59610",21745
"59611",129421
"59612",43217
"59613",28746
"59614",36219
"59615",100506
"59616",27612
"59617",72309
"59618",72950
"59619",77817
"59620",80071
"59621",120846
"59622",129052
"59623",133663
"59624",84005
"59625",125300
"59626",14279
"59627",99582
"59628",138911
"59629",19767
"59630",28002
"59631",37473
"59632",63707
"59633",137660
"59634",26124
"59635",97195
"59636",8975
"59637",62409
"59638",1910
"59639",31480
"59640",32199
"59641",39303
"59642",52365
"59643",58893
"59644",63152
"59645",64935
"59646",65514
"59647",72893
"59648",107931
"59649",6116
"59650",58721
"59651",117253
"59652",133572
"59653",138507
"59654",858
"59655",54348
"59656",112100
"59657",116039
"59658",122580
"59659",124143
"59660",4328
"59661",15368
"59662",24812
"59663",27337
"59664",89974
"59665",90259
"59666",90704
"59667",112259
"59668",121846
"59669",124203
"59670",108342
"59671",78644
"59672",21979
"59673",27137
"59674",51027
"59675",67258
"59676",129188
"59677",16544
"59678",19518
"59679",21333
"59680",22453
"59681",43401
"59682",57132
"59683",61651
"59684",79387
"59685",111490
"59686",5896
"59687",139246
"59688",20376
"59689",20525
"59690",43949
"59691",53974
"59692",60582
"59693",81463
"59694",82467
"59695",93402
"59696",104551
"59697",106925
"59698",113832
"59699",130504
"59700",132574
"59701",137929
"59702",139761
"59703",100634
"59704",118834
"59705",21757
"59706",27398
"59707",29032
"59708",31308
"59709",36548
"59710",51720
"59711",56855
"59712",64895
"59713",69051
"59714",70728
"59715",92395
"59716",93180
"59717",98940
"59718",99377
"59719",99951
"59720",107356
"59721",123057
"59722",130958
"59723",135705
"59724",128935
"59725",66327
"59726",104968
"59727",109983
"59728",27082
"59729",103102
"59730",14529
"59731",19794
"59732",50239
"59733",55572
"59734",57751
"59735",66986
"59736",87794
"59737",107907
"59738",123072
"59739",136235
"59740",140623
"59741",73040
"59742",3429
"59743",11163
"59744",23093
"59745",28849
"59746",35737
"59747",46561
"59748",51656
"59749",52744
"59750",53221
"59751",58104
"59752",65907
"59753",67263
"59754",88338
"59755",90588
"59756",96128
"59757",104656
"59758",108910
"59759",110233
"59760",115389
"59761",120314
"59762",124724
"59763",139921
"59764",23899
"59765",31255
"59766",49035
"59767",59823
"59768",65986
"59769",80567
"59770",90500
"59771",131309
"59772",138009
"59773",6933
"59774",10164
"59775",13999
"59776",15367
"59777",16861
"59778",26308
"59779",41528
"59780",42498
"59781",42941
"59782",49002
"59783",55035
"59784",55935
"59785",61781
"59786",81856
"59787",93624
"59788",108932
"59789",117932
"59790",131655
"59791",140212
"59792",57050
"59793",6851
"59794",76811
"59795",136947
"59796",96412
"59797",113362
"59798",14128
"59799",35209
"59800",49580
"59801",89702
"59802",93367
"59803",103014
"59804",123461
"59805",124601
"59806",140084
"59807",37065
"59808",63053
"59809",78977
"59810",92802
"59811",121337
"59812",6234
"59813",6239
"59814",8315
"59815",10964
"59816",18103
"59817",21934
"59818",36122
"59819",37587
"59820",42865
"59821",46087
"59822",53300
"59823",56520
"59824",58221
"59825",70396
"59826",76041
"59827",84070
"59828",96983
"59829",120070
"59830",131556
"59831",135059
"59832",15532
"59833",25936
"59834",31895
"59835",38660
"59836",55338
"59837",57350
"59838",70948
"59839",119695
"59840",128786
"59841",133795
"59842",138344
"59843",139759
"59844",68034
"59845",4679
"59846",106738
"59847",16336
"59848",18903
"59849",38029
"59850",57186
"59851",92635
"59852",94334
"59853",115816
"59854",126848
"59855",133526
"59856",2258
"59857",6708
"59858",62774
"59859",86980
"59860",89047
"59861",108496
"59862",127274
"59863",9954
"59864",132264
"59865",9491
"59866",121206
"59867",26945
"59868",97721
"59869",16557
"59870",25724
"59871",73523
"59872",81915
"59873",84422
"59874",97302
"59875",105295
"59876",80985
"59877",121451
"59878",11178
"59879",33193
"59880",91437
"59881",111742
"59882",118168
"59883",16019
"59884",33380
"59885",51367
"59886",97104
"59887",137963
"59888",1899
"59889",10146
"59890",10862
"59891",16384
"59892",41687
"59893",41987
"59894",46598
"59895",49853
"59896",55887
"59897",80723
"59898",84660
"59899",91717
"59900",95475
"59901",108466
"59902",109141
"59903",109878
"59904",119513
"59905",134382
"59906",136619
"59907",21661
"59908",38436
"59909",70609
"59910",101561
"59911",103418
"59912",104906
"59913",104965
"59914",108321
"59915",115040
"59916",15074
"59917",23236
"59918",28927
"59919",33297
"59920",50465
"59921",53031
"59922",55200
"59923",56117
"59924",61564
"59925",69192
"59926",78933
"59927",126698
"59928",127264
"59929",138278
"59930",6544
"59931",16143
"59932",27434
"59933",31950
"59934",44149
"59935",54344
"59936",61222
"59937",65447
"59938",79542
"59939",80320
"59940",92262
"59941",96387
"59942",114630
"59943",124218
"59944",126841
"59945",136067
"59946",73019
"59947",127319
"59948",6304
"59949",30777
"59950",36842
"59951",42933
"59952",44771
"59953",67527
"59954",106363
"59955",114933
"59956",126759
"59957",8347
"59958",22793
"59959",24563
"59960",27939
"59961",45555
"59962",86733
"59963",98497
"59964",99498
"59965",115511
"59966",118910
"59967",1682
"59968",3506
"59969",71792
"59970",80902
"59971",132946
"59972",9815
"59973",43020
"59974",56690
"59975",57089
"59976",14231
"59977",23128
"59978",26831
"59979",135808
"59980",40763
"59981",61016
"59982",68645
"59983",116844
"59984",132428
"59985",51673
"59986",112782
"59987",126635
"59988",7499
"59989",20215
"59990",60972
"59991",68662
"59992",71412
"59993",99836
"59994",4126
"59995",10204
"59996",25125
"59997",39956
"59998",92567
"59999",100307
"60000",106064
"60001",136170
"60002",47779
"60003",72716
"60004",96779
"60005",114600
"60006",115249
"60007",28441
"60008",80971
"60009",38102
"60010",68582
"60011",7364
"60012",10297
"60013",12285
"60014",19100
"60015",24541
"60016",25084
"60017",28765
"60018",41755
"60019",50124
"60020",54702
"60021",59736
"60022",59754
"60023",61416
"60024",61728
"60025",66950
"60026",68302
"60027",74513
"60028",82505
"60029",85735
"60030",98993
"60031",100086
"60032",108440
"60033",119228
"60034",124945
"60035",125765
"60036",129449
"60037",129893
"60038",134696
"60039",135945
"60040",137207
"60041",140256
"60042",41133
"60043",44942
"60044",67951
"60045",73673
"60046",81749
"60047",95892
"60048",135633
"60049",2971
"60050",6899
"60051",12684
"60052",74595
"60053",75389
"60054",87592
"60055",95979
"60056",106755
"60057",119368
"60058",121484
"60059",127659
"60060",131219
"60061",1050
"60062",2244
"60063",4187
"60064",5200
"60065",26307
"60066",27526
"60067",40330
"60068",45405
"60069",45506
"60070",52114
"60071",79263
"60072",80760
"60073",81386
"60074",94362
"60075",106803
"60076",110201
"60077",139652
"60078",140811
"60079",12932
"60080",124000
"60081",57723
"60082",76351
"60083",45413
"60084",47629
"60085",63986
"60086",71512
"60087",100153
"60088",121959
"60089",139228
"60090",23679
"60091",65503
"60092",133966
"60093",8025
"60094",10062
"60095",69799
"60096",101853
"60097",136942
"60098",60124
"60099",32079
"60100",120419
"60101",140441
"60102",77364
"60103",1494
"60104",11814
"60105",31047
"60106",114119
"60107",687
"60108",2033
"60109",13899
"60110",21725
"60111",23136
"60112",24434
"60113",40312
"60114",49141
"60115",68881
"60116",74597
"60117",79559
"60118",83900
"60119",85156
"60120",86797
"60121",91482
"60122",116447
"60123",120902
"60124",120912
"60125",134279
"60126",140413
"60127",114817
"60128",80771
"60129",104669
"60130",115865
"60131",89209
"60132",76739
"60133",98404
"60134",108528
"60135",23422
"60136",35858
"60137",65212
"60138",92944
"60139",130839
"60140",131514
"60141",135580
"60142",57837
"60143",116672
"60144",119318
"60145",104333
"60146",55100
"60147",29929
"60148",71250
"60149",80803
"60150",81923
"60151",107156
"60152",110540
"60153",126443
"60154",138191
"60155",32209
"60156",9704
"60157",14647
"60158",17189
"60159",53868
"60160",60820
"60161",95442
"60162",116135
"60163",2107
"60164",24076
"60165",76692
"60166",81304
"60167",101562
"60168",116963
"60169",130367
"60170",133338
"60171",9533
"60172",9782
"60173",15076
"60174",34713
"60175",34994
"60176",36040
"60177",41359
"60178",52799
"60179",59527
"60180",71344
"60181",91732
"60182",106038
"60183",107720
"60184",110774
"60185",111151
"60186",120051
"60187",124432
"60188",128346
"60189",130213
"60190",130435
"60191",113940
"60192",9634
"60193",10030
"60194",10639
"60195",12775
"60196",17916
"60197",32705
"60198",39660
"60199",55941
"60200",57686
"60201",68616
"60202",69909
"60203",70279
"60204",71331
"60205",72712
"60206",72984
"60207",76644
"60208",78323
"60209",78558
"60210",84589
"60211",91972
"60212",118471
"60213",138183
"60214",4744
"60215",9160
"60216",12858
"60217",13351
"60218",14613
"60219",15928
"60220",25378
"60221",27680
"60222",30552
"60223",66856
"60224",77889
"60225",111659
"60226",115177
"60227",119845
"60228",120895
"60229",137230
"60230",137673
"60231",19449
"60232",34473
"60233",36510
"60234",39659
"60235",59291
"60236",61218
"60237",73554
"60238",79104
"60239",79541
"60240",89440
"60241",100300
"60242",107285
"60243",109508
"60244",112062
"60245",37268
"60246",7787
"60247",18666
"60248",20374
"60249",21917
"60250",23622
"60251",34864
"60252",37812
"60253",69280
"60254",87057
"60255",103013
"60256",118375
"60257",121131
"60258",130166
"60259",130584
"60260",107850
"60261",10027
"60262",28327
"60263",32514
"60264",58776
"60265",75327
"60266",92273
"60267",107830
"60268",116468
"60269",121883
"60270",124421
"60271",139717
"60272",615
"60273",23709
"60274",62599
"60275",105363
"60276",113334
"60277",4762
"60278",7977
"60279",22147
"60280",28807
"60281",30095
"60282",37588
"60283",49458
"60284",63079
"60285",83090
"60286",97036
"60287",108591
"60288",52061
"60289",62657
"60290",106784
"60291",107101
"60292",133847
"60293",76903
"60294",79772
"60295",120729
"60296",80797
"60297",47462
"60298",109523
"60299",18788
"60300",26312
"60301",31508
"60302",49188
"60303",71950
"60304",90343
"60305",92151
"60306",99354
"60307",1953
"60308",4271
"60309",7562
"60310",10040
"60311",10963
"60312",12556
"60313",21758
"60314",25182
"60315",28228
"60316",32414
"60317",34331
"60318",37738
"60319",56770
"60320",58875
"60321",61960
"60322",62102
"60323",72571
"60324",73018
"60325",82831
"60326",83238
"60327",98555
"60328",104222
"60329",118797
"60330",122156
"60331",127164
"60332",129189
"60333",140525
"60334",121805
"60335",70833
"60336",1308
"60337",14519
"60338",17906
"60339",18384
"60340",21709
"60341",24925
"60342",32481
"60343",37354
"60344",41025
"60345",41740
"60346",44084
"60347",46293
"60348",51925
"60349",52247
"60350",56176
"60351",78981
"60352",84046
"60353",87481
"60354",106129
"60355",118420
"60356",126640
"60357",136723
"60358",52084
"60359",96647
"60360",114118
"60361",131482
"60362",11020
"60363",98554
"60364",139849
"60365",25112
"60366",29856
"60367",62915
"60368",66839
"60369",73348
"60370",21295
"60371",46361
"60372",63629
"60373",33883
"60374",54875
"60375",52617
"60376",62565
"60377",138011
"60378",124853
"60379",128323
"60380",35909
"60381",65508
"60382",729
"60383",8661
"60384",19865
"60385",23269
"60386",36587
"60387",54486
"60388",58736
"60389",61746
"60390",73068
"60391",74589
"60392",77339
"60393",78456
"60394",94730
"60395",94789
"60396",95395
"60397",103975
"60398",110045
"60399",123481
"60400",140390
